Código,Descripción,Referencia,Ud Medida,Grupo,Udad de Negocio,Proveedor,Ult Precio,Ult Costo,Precio Elite,Precio publico,%IVA,Margen,Codigo de barra,Diseño,Sub-Grupo,LINEA,UNIDAD REFERENCIADA,PRINCIPIO ACTIVO,categoria padre-hijo,descripcion (Notas Internas),nuevo iva,Unidad de Costo,Unidad de Medida,Nueva referencia producto,referencia producto - primera vez,referencia producto - segunda vez
34ZOETG10P2673,CATTLEMASTER GOLD FP5 L5 * 25 DOSIS,2673,UNIDAD,BIOLOGICOS,GANADERIA,ZOETIS COLOMBIA S.A.S,0,0,,,0,20,34ZOETG10P2673,DOSIS,VACUNAS,GANADERIA,INYECTABLE*25DOSIS,VIRUS DE RINOTRAQUETISIS INFECCIOSA BOVINA (IBR)- V DIARREA VIRAL BOVINA TIPO 1 (DVB-1)- V DIARREA VIRAL BOVINA TIPO 2 (DVB-2) - V PARAINFLUEZA TIPO 3 (PI3) - V RESPIRATORIO SINCITIAL BOVINO (BRSV)- LEPTOSPIRA CANICOLA- L GRIPPOTHYPHOSA- L HARDJO- L ICTEROHAEMORRHAGIAE- L POMONA,BIOLOGICOS / VACUNAS,DOSIS // INYECTABLE*25DOSIS,sin iva,Unidades,Unidades,2673,2673,2673
11BOGAG07P1492,CEFAKAN JGA * 5 GR,1492,UNIDAD,ANTIMICROBIANOS,GANADERIA,BOGAL VET S.A.S.,0,0,,,0,19.3,11BOGAG07P1492,GRAMOS,ANTIBIOTICO,GANADERIA,JERINGA * 5GR,CEFALEXINA- KANAMICINA SULFATO,ANTIMICROBIANOS / ANTIBIOTICO,GRAMOS // JERINGA * 5GR,sin iva,Unidades,Unidades,1492,1492,1492
11BOGAG07P1494,CEFALEXINA 200 OVER * 100 ML,1494,UNIDAD,ANTIMICROBIANOS,GANADERIA,BOGAL VET S.A.S.,98513,79500,,,0,19.3,11BOGAG07P1494,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 100ML,CEFALEXINA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,1494,1494,1494
11BOGAG07P1493,CEFALEXINA 200 OVER * 250 ML,1493,UNIDAD,ANTIMICROBIANOS,GANADERIA,BOGAL VET S.A.S.,141264,114000,,,0,19.3,11BOGAG07P149,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 200ML,NO APLICA,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 200ML,sin iva,Unidades,Unidades,1493,1493,1493
11BOGAG07P1495,CEFALEXINA P.A OVER 500 MG BLISTER * 10 TABS,1495,UNIDAD,ANTIMICROBIANOS,MASCOTAS,BOGAL VET S.A.S.,16548,13354,,,0,19.3,11BOGAG07P1495,TABLETA,ANTIBIOTICO,MASCOTAS,TABLETAS * 10,CEFALEXINA,ANTIMICROBIANOS / ANTIBIOTICO,TABLETA // TABLETAS * 10,sin iva,Unidades,Unidades,1495,1495,1495
30VETLG07P2022,CEFAMAX BLISTER * 10 TABS,2022,UNIDAD,ANTIMICROBIANOS,MASCOTAS,VET LAT COLOMBIA S.A.S.,0,0,,,0,26.3,30VETLG07P2022,TABLETA,ANTIBIOTICO,MASCOTAS,TABLETAS * 10,CEFALEXINA,ANTIMICROBIANOS / ANTIBIOTICO,TABLETA // TABLETAS * 10,sin iva,Unidades,Unidades,2022,2022,2022
19CHALG07P1438,CEFEXIM 20% SOBRE * 100 GR,1438,UNIDAD,ANTIMICROBIANOS,AVICULTURA,LABORATORIOS CHALVER DE COLOMBIA S.A.S,0,0,,,0,20,19CHALG07P1438,GRAMOS,ANTIBIOTICO,AVICULTURA,SOBRE * 100GR,CIPROFLOXACINA ,ANTIMICROBIANOS / ANTIBIOTICO,GRAMOS // SOBRE * 100GR,sin iva,Unidades,Unidades,1438,1438,1438
19CHALG07P1439,CEFEXIM 20% SOBRE * 30 GR,1439,UNIDAD,ANTIMICROBIANOS,AVICULTURA,LABORATORIOS CHALVER DE COLOMBIA S.A.S,6899,5601.86,,,0,18.8,19CHALG07P143,GRAMOS,ANTIBIOTICO,AVICULTURA,SOBRE * 30GR,CIPROFLOXACINA ,ANTIMICROBIANOS / ANTIBIOTICO,GRAMOS // SOBRE * 30GR,sin iva,Unidades,Unidades,1439,1439,1439
11BOGAG07P1496,CEFTIOFUR LPU OVER * 100 ML,1496,UNIDAD,ANTIMICROBIANOS,GANADERIA,BOGAL VET S.A.S.,0,0,,,0,19.3,11BOGAG07P1496,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 100ML,CEFTIOFUR,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,1496,1496,1496
22SERVG07P1097,CEFTISER S.I * 100 ML,1097,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007406103,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 100ML,CEFTIOFUR,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 100ML,sin iva,Unidades,Unidades,1097,1097,1097
22SERVG07P1098,CEFTISER S.I * 50 ML,1098,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS SERVINSUMOS S.A,1.234567901,1,,,0,19,7707007406110,MILILITROS,ANTIBIOTICO,GANADERIA,INYECTABLE * 50ML,CEFTIOFUR,ANTIMICROBIANOS / ANTIBIOTICO,MILILITROS // INYECTABLE * 50ML,sin iva,Unidades,Unidades,1098,1098,1098
19CHALG07P1440,CEFTRIOL SUSP INTRAUT JGA * 19 GR,1440,UNIDAD,ANTIMICROBIANOS,GANADERIA,LABORATORIOS CHALVER DE COLOMBIA S.A.S,0,0,,,0,20,19CHALG07P1440,GRAMOS,ANTIBIOTICO,GANADERIA,JERINGA * 19 GR,CEFAPIRINA BENZATINICA,ANTIMICROBIANOS / ANTIBIOTICO,GRAMOS // JERINGA * 19 GR,sin iva,Unidades,Unidades,1440,1440,1440
24LZOOG26P1562,CEP. DIENTES SMALL (DENTAL CARE) * 4 UNDS,1562,UNIDAD,SNACKS,MASCOTAS,LABORATORIOS ZOO S.A.S.,0,0,,,5,18.3,24LZOOG26P1562,PAQUETE,SNACKS,MASCOTAS,PAQUETE * 4,NO APLICA,SNACKS / SNACKS,PAQUETE // PAQUETE * 4,IVA Ventas 5%,Unidades,Unidades,1562,1562,1562
14HEELG18P1922,CERECOMP COMP. CJA * 5 AMP,1922,UNIDAD,HOMEOPATICOS,HUMANOS,HEEL COLOMBIA LTDA,0,0,,,0,0,14HEELG18P1922,AMPOLLA,HOMEOPATICO,HUMANOS,5 AMPOLLAS,INGREDIENTES NATURALES,HOMEOPATICOS / HOMEOPATICO,AMPOLLA // 5 AMPOLLAS,sin iva,Unidades,Unidades,1922,1922,1922
23LAVMG08P2332,CEROVEM 15% ORAL FCO * 1 LITRO,2332,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS V.M. LTDA.,0,0,,,0,20,23LAVMG08P2332,LITROS,ANTIPARASITARIO,GANADERIA,SUSPENSIÓN * LITRO,FENBENDAZOL 15%,ANTIPARASITARIOS / ANTIPARASITARIO,LITROS // SUSPENSIÓN * LITRO,sin iva,Unidades,Unidades,2332,2332,2332
23LAVMG08P2333,CEROVEM 15% ORAL FCO * 100 ML,2333,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS V.M. LTDA.,0,0,,,0,20,23LAVMG08P2333,MILILITROS,ANTIPARASITARIO,GANADERIA,SUSPENSIÓN * 100ML,FENBENDAZOL 15%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // SUSPENSIÓN * 100ML,sin iva,Unidades,Unidades,2333,2333,2333
23LAVMG08P2334,CEROVEM 15% ORAL FCO * 500 ML,2334,UNIDAD,ANTIPARASITARIOS,GANADERIA,LABORATORIOS V.M. LTDA.,0,0,,,0,20,23LAVMG08P2334,MILILITROS,ANTIPARASITARIO,GANADERIA,SUSPENSIÓN * 500ML,FENBENDAZOL 15%,ANTIPARASITARIOS / ANTIPARASITARIO,MILILITROS // SUSPENSIÓN * 500ML,sin iva,Unidades,Unidades,2334,2334,2334
16INVEG23P1873,CERULINE * 120 ML,1873,UNIDAD,OTICOS-OFTALMICOS,MASCOTAS,INVET SA,28106,22963,,,0,18.3,16INVEG23P187,MILILITROS,OTICO,MASCOTAS,GOTERO * 120ML,ÁCIDO SALICÍLICO- ÁCIDO BÓRICO- ÁCIDO ACÉTICO,OTICOS-OFTALMICOS / OTICO,MILILITROS // GOTERO * 120ML,sin iva,Unidades,Unidades,1873,1873,1873
33WEISSG13P2279,CHAMPU AVENAE CLEAN * 120 ML,2279,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,WEISS PHARMA SAS,0,0,,,0,20,33WEISSG13P2279,MILILITROS,LINEA DE ASEO,MASCOTAS,120 ML,AVENA- COCOAMIDA- TITANIO- GENAMIL- GLICERINA- VISCOCHEM- AC CITRICO- PARABENOS,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 120 ML,sin iva,Unidades,Unidades,2279,2279,2279
33WEISSG13P2280,CHAMPU AVENAE CLEAN * 250 ML,2280,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,WEISS PHARMA SAS,0,0,,,0,20,33WEISSG13P2280,MILILITROS,LINEA DE ASEO,MASCOTAS,250 ML,AVENA- COCOAMIDA- TITANIO- GENAMIL- GLICERINA- VISCOCHEM- AC CITRICO- PARABENOS,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 250 ML,sin iva,Unidades,Unidades,2280,2280,2280
21PROVG13P1018,CHAMPU BRILLO * 120 ML,1018,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,LABORATORIOS PROVET S.A.S,1.219512195,1,,,0,18,21PROVG13P1018,MILILITROS,LINEA DE ASEO,MASCOTAS,120 ML,IRGASAN,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 120 ML,sin iva,Unidades,Unidades,1018,1018,1018
21PROVG13P1019,CHAMPU BRILLO * 2 LITROS,1019,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,LABORATORIOS PROVET S.A.S,0,0,,,0,18,21PROVG13P1019,LITROS,LINEA DE ASEO,MASCOTAS,2 LITROS,IRGASAN,CUIDADO DE MASCOTAS / LINEA DE ASEO,LITROS // 2 LITROS,sin iva,Unidades,Unidades,1019,1019,1019
21PROVG13P1020,CHAMPU BRILLO * 250 ML,1020,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,LABORATORIOS PROVET S.A.S,0,0,,,0,18,21PROVG13P1020,MILILITROS,LINEA DE ASEO,MASCOTAS,250 ML,IRGASAN,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 250 ML,sin iva,Unidades,Unidades,1020,1020,1020
21PROVG13P1021,CHAMPU BRILLO * 500 ML,1021,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,LABORATORIOS PROVET S.A.S,0,0,,,0,18,21PROVG13P1021,MILILITROS,LINEA DE ASEO,MASCOTAS,500 ML,IRGASAN,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 500 ML,sin iva,Unidades,Unidades,1021,1021,1021
21PROVG13P1022,CHAMPU BRILLO SOBRE * 22 GR,1022,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,LABORATORIOS PROVET S.A.S,4290.243902,3518,,,0,18,7706358000862,GRAMOS,LINEA DE ASEO,MASCOTAS,22 GR,IRGASAN,CUIDADO DE MASCOTAS / LINEA DE ASEO,GRAMOS // 22 GR,sin iva,Unidades,Unidades,1022,1022,1022
25NOVAG13P1737,CHAMPU CANIS Y FELIS ALOE VERA * 20 LITROS,1737,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,NOVALFARM LTDA,529041.25,423233,,,0,20,7709622512047,LITROS,LINEA DE ASEO,MASCOTAS,20 LITROS,ORTIGA- ALOE VERA- ACONDICIONADOR,CUIDADO DE MASCOTAS / LINEA DE ASEO,LITROS // 20 LITROS,sin iva,Unidades,Unidades,1737,1737,1737
25NOVAG13P1738,CHAMPU CANIS Y FELIS ALOE VERA * 200 ML.,1738,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,NOVALFARM LTDA,20792.5,16634,,,0,20,7709990511536,MILILITROS,LINEA DE ASEO,MASCOTAS,200 ML,NO APLICA,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 200 ML,sin iva,Unidades,Unidades,1738,1738,1738
25NOVAG13P1739,CHAMPU CANIS Y FELIS ALOE VERA * 30 ML,1739,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,NOVALFARM LTDA,4105,3284,,,0,20,7709417502390,MILILITROS,LINEA DE ASEO,MASCOTAS,30 ML,ORTIGA- ALOE VERA- ACONDICIONADOR,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 30 ML,sin iva,Unidades,Unidades,1739,1739,1739
25NOVAG13P1740,CHAMPU CANIS Y FELIS ALOE VERA * GALON,1740,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,NOVALFARM LTDA,131341.25,105073,,,0,20,25NOVAG13P1740,GALON,LINEA DE ASEO,MASCOTAS,GALON,ORTIGA- ALOE VERA- ACONDICIONADOR,CUIDADO DE MASCOTAS / LINEA DE ASEO,GALON // GALON,sin iva,Unidades,Unidades,1740,1740,1740
25NOVAG13P1741,CHAMPU CANIS Y FELIS ALOE VERA * LITRO,1741,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,NOVALFARM LTDA,46603.75,37283,,,0,20,7709273978063,LITROS,LINEA DE ASEO,MASCOTAS,1 LITRO,ORTIGA- ALOE VERA- ACONDICIONADOR,CUIDADO DE MASCOTAS / LINEA DE ASEO,LITROS // 1 LITRO,sin iva,Unidades,Unidades,1741,1741,1741
25NOVAG13P1742,CHAMPU CANIS Y FELIS CLORHEXIDINA * 20 LITROS,1742,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,NOVALFARM LTDA,0,0,,,0,20,25NOVAG13P1742,LITROS,LINEA DE ASEO,MASCOTAS,20 LITROS,"CLORHEXIDINA 0,5%",CUIDADO DE MASCOTAS / LINEA DE ASEO,LITROS // 20 LITROS,sin iva,Unidades,Unidades,1742,1742,1742
25NOVAG13P1743,CHAMPU CANIS Y FELIS CLORHEXIDINA * 200 ML,1743,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,NOVALFARM LTDA,21728.75,17383,,,0,20,25NOVAG13P1743,MILILITROS,LINEA DE ASEO,MASCOTAS,200 ML,"CLORHEXIDINA 0,5%",CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 200 ML,sin iva,Unidades,Unidades,1743,1743,1743
25NOVAG13P1744,CHAMPU CANIS Y FELIS CLORHEXIDINA * 30 ML,1744,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,NOVALFARM LTDA,4248.75,3399,,,0,20,25NOVAG13P1744,MILILITROS,LINEA DE ASEO,MASCOTAS,30 ML,"CLORHEXIDINA 0,5%",CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 30 ML,sin iva,Unidades,Unidades,1744,1744,1744
25NOVAG13P1745,CHAMPU CANIS Y FELIS CLORHEXIDINA * GALON,1745,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,NOVALFARM LTDA,0,0,,,0,20,25NOVAG13P1745,GALON,LINEA DE ASEO,MASCOTAS,GALON,"CLORHEXIDINA 0,5%",CUIDADO DE MASCOTAS / LINEA DE ASEO,GALON // GALON,sin iva,Unidades,Unidades,1745,1745,1745
25NOVAG13P1746,CHAMPU CANIS Y FELIS CLORHEXIDINA * LITRO,1746,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,NOVALFARM LTDA,0,0,,,0,20,25NOVAG13P1746,LITROS,LINEA DE ASEO,MASCOTAS,1 LITRO,"CLORHEXIDINA 0,5%",CUIDADO DE MASCOTAS / LINEA DE ASEO,LITROS // 1 LITRO,sin iva,Unidades,Unidades,1746,1746,1746
25NOVAG13P1747,CHAMPU CANIS Y FELIS KETO-SKIN * 200 ML (KETOCONAZOL),1747,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,NOVALFARM LTDA,32656.25,26125,,,0,20,25NOVAG13P174,MILILITROS,LINEA DE ASEO,MASCOTAS,200 ML,NO APLICA,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 200 ML,sin iva,Unidades,Unidades,1747,1747,1747
32VIRBG13P2471,CHAMPU CLORHEXIN * 240 ML,2471,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,COOPERATIVA DE GANADEROS DEL CENTRO,24062.87787,19900,,,0,17.3,32VIRBG13P2471,MILILITROS,LINEA DE ASEO,MASCOTAS,240 ML,"CLORHEXIDINA 0,5%",CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 240 ML,sin iva,Unidades,Unidades,2471,2471,2471
32VIRBG13P2472,CHAMPU CLORHEXIN 3.0 * 250 ML,2472,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,COOPERATIVA DE GANADEROS DEL CENTRO,26541.71705,21950,,,0,17.3,32VIRBG13P2472,MILILITROS,LINEA DE ASEO,MASCOTAS,250 ML,CLORHEXIDINA 3%,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 250 ML,sin iva,Unidades,Unidades,2472,2472,2472
33WEISSG13P2281,CHAMPU DERMICLEAN * 250 ML,2281,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,WEISS PHARMA SAS,30256,23600,,,0,22,33WEISSG13P2281,MILILITROS,LINEA DE ASEO,MASCOTAS,250 ML,"CLORHEXIDINA 2,5%",CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 250 ML,sin iva,Unidades,Unidades,2281,2281,2281
33WEISSG13P2282,CHAMPU DERMICLEAN * 500 ML,2282,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,WEISS PHARMA SAS,47436,37000,,,0,22,33WEISSG13P22,MILILITROS,LINEA DE ASEO,MASCOTAS,500 ML,"CLORHEXIDINA 2,5%",CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 500 ML,sin iva,Unidades,Unidades,2282,2282,2282
12CELLG13P2413,CHAMPU FRECUENCE * 120 ML,2413,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,CELLS FARMACEUTICA,14724,11485,,,0,22,7708473111362,MILILITROS,LINEA DE ASEO,MASCOTAS,120 ML,"CLORHEXIDINA 0,5%",CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 120 ML,sin iva,Unidades,Unidades,2413,2413,2413
12CELLG13P2414,CHAMPU FRECUENCE * 250 ML,2414,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,CELLS FARMACEUTICA,21136,16486,,,0,22,7708433111904,MILILITROS,LINEA DE ASEO,MASCOTAS,250 ML,"CLORHEXIDINA 0,5%",CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 250 ML,sin iva,Unidades,Unidades,2414,2414,2414
12CELLG12P2415,CHAMPU FRECUENCE EQUINO * 2 LITROS,2415,UNIDAD,CUIDADO DE EQUINOS,EQUINOS,CELLS FARMACEUTICA,0,0,,,0,20,12CELLG12P2415,LITROS,LINEA DE ASEO,EQUINOS,2 LITROS,"CLORHEXIDINA 0,5%",CUIDADO DE EQUINOS / LINEA DE ASEO,LITROS // 2 LITROS,sin iva,Unidades,Unidades,2415,2415,2415
12CELLG13P2416,CHAMPU FRECUENCE PERROS * 2 LITROS,2416,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,CELLS FARMACEUTICA,0,0,,,0,20,12CELLG13P2416,LITROS,LINEA DE ASEO,MASCOTAS,2 LITROS,"CLORHEXIDINA 0,5%",CUIDADO DE MASCOTAS / LINEA DE ASEO,LITROS // 2 LITROS,sin iva,Unidades,Unidades,2416,2416,2416
24LZOOG13P1563,CHAMPU HAPPYPEL INSEC. * 100 ML,1563,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,LABORATORIOS ZOO S.A.S.,0,0,,,0,18.3,24LZOOG13P1563,MILILITROS,LINEA DE ASEO,MASCOTAS,100ML,PERMETRINA,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 100ML,sin iva,Unidades,Unidades,1563,1563,1563
24LZOOG13P1564,CHAMPU HAPPYPEL INSEC. * 260 ML,1564,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,LABORATORIOS ZOO S.A.S.,0,0,,,0,18.3,24LZOOG13P1564,MILILITROS,LINEA DE ASEO,MASCOTAS,260 ML,PERMETRINA,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 260 ML,sin iva,Unidades,Unidades,1564,1564,1564
16INVEG13P1874,CHAMPU HERBAL CARE * 240 ML,1874,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,INVET SA,0,0,,,0,18.3,16INVEG13P1874,MILILITROS,LINEA DE ASEO,MASCOTAS,240 ML * 240ML,SEDAPLANT RICHTER- HINOJO- LUPULO- MANZANILLA- CITRONELA- MUERDAGO- MILENRAMA- UREA- ALANTOINA,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 240 ML * 240ML,sin iva,Unidades,Unidades,1874,1874,1874
16INVEG13P1875,CHAMPU HEXOCLEEN * 240 ML,1875,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,INVET SA,0,0,,,0,18.3,16INVEG13P1875,MILILITROS,LINEA DE ASEO,MASCOTAS,240 ML * 240ML,CLORHEXIDINA 2%,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 240 ML * 240ML,sin iva,Unidades,Unidades,1875,1875,1875
16INVEG13P1876,CHAMPU KERACLEEEN * LITRO,1876,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,INVET SA,0,0,,,0,18.3,16INVEG13P1876,LITROS,LINEA DE ASEO,MASCOTAS,1 LITRO,AZUFRE- ACIDO SALICILICO,CUIDADO DE MASCOTAS / LINEA DE ASEO,LITROS // 1 LITRO,sin iva,Unidades,Unidades,1876,1876,1876
16INVEG13P1877,CHAMPU KERACLEEN (QUERATOLITICO) * 240 ML,1877,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,INVET SA,43541,35573,,,0,18.3,16INVEG13P187,MILILITROS,LINEA DE ASEO,MASCOTAS,240 ML,AZUFRE- ACIDO SALICILICO,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 240 ML,sin iva,Unidades,Unidades,1877,1877,1877
33WEISSG13P2283,CHAMPU KETOCLEAN * 120 ML,2283,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,WEISS PHARMA SAS,25513,19900,,,0,22,33WEISSG13P2283,MILILITROS,LINEA DE ASEO,MASCOTAS,120 ML,KETOCONAZOL 2%,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 120 ML,sin iva,Unidades,Unidades,2283,2283,2283
33WEISSG13P2284,CHAMPU KETOCLEAN * 250 ML,2284,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,WEISS PHARMA SAS,39744,31000,,,0,22,33WEISSG13P2284,MILILITROS,LINEA DE ASEO,MASCOTAS,250 ML,KETOCONAZOL 2%,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 250 ML,sin iva,Unidades,Unidades,2284,2284,2284
33WEISSG13P2285,CHAMPU KETOCLEAN * 500 ML,2285,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,WEISS PHARMA SAS,66795,52100,,,0,22,33WEISSG13P2285,MILILITROS,LINEA DE ASEO,MASCOTAS,500 ML,KETOCONAZOL 2%,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 500 ML,sin iva,Unidades,Unidades,2285,2285,2285
28VALLG13P1647,CHAMPU LABYDERM SKIN SOLDIER * 220 ML,1647,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,VALLECILLA B. Y VALLECILLA M. & CIA. S.C,0,0,,,0,20,28VALLG13P1647,MILILITROS,LINEA DE ASEO,MASCOTAS,220 ML,INGREDIENTES NATURALES,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 220 ML,sin iva,Unidades,Unidades,1647,1647,1647
27PROCG13P1810,CHAMPU MICLORPROC * 125 ML,1810,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,PROCONVET SA,34105.16,27523,,,0,20.3,7707354230796,MILILITROS,LINEA DE ASEO,MASCOTAS,125 ML,CLORHEXIDINA 2%- MICONAZOL 2%,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 125 ML,sin iva,Unidades,Unidades,1810,1810,1810
27PROCG13P1812,CHAMPU MICLORPROC * 500 ML,1812,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,PROCONVET SA,0,0,,,0,20.3,27PROCG13P1812,MILILITROS,LINEA DE ASEO,MASCOTAS,500 ML,CLORHEXIDINA 2%- MICONAZOL 2%,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 500 ML,sin iva,Unidades,Unidades,1812,1812,1812
32VIRBG13P2473,CHAMPU PEROXIDEX * 125 ML,2473,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,COOPERATIVA DE GANADEROS DEL CENTRO,0,0,,,0,10.3,32VIRBG13P2473,MILILITROS,LINEA DE ASEO,MASCOTAS,125 ML,"PEROXIDO DE BENZOILO 2,5%",CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 125 ML,sin iva,Unidades,Unidades,2473,2473,2473
27PROCG13P1813,CHAMPU PEROXY PROC * 125 ML,1813,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,PROCONVET SA,0,0,,,0,20.3,27PROCG13P1813,MILILITROS,LINEA DE ASEO,MASCOTAS,125 ML,"PEROXIDO DE BENZOILO 2,5%",CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 125 ML,sin iva,Unidades,Unidades,1813,1813,1813
27PROCG13P1814,CHAMPU PEROXY PROC * 250 ML,1814,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,PROCONVET SA,0,0,,,0,20.3,27PROCG13P1814,MILILITROS,LINEA DE ASEO,MASCOTAS,250 ML,"PEROXIDO DE BENZOILO 2,5%",CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 250 ML,sin iva,Unidades,Unidades,1814,1814,1814
30VETLG13P2023,CHAMPU PETLIFE DERMOHIDRATANTE * 250 ML (AVENA),2023,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,VET LAT COLOMBIA S.A.S.,0,0,,,0,26.3,30VETLG13P2023,MILILITROS,LINEA DE ASEO,MASCOTAS,250 ML,EXTRACTO DE AVENA,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 250 ML,sin iva,Unidades,Unidades,2023,2023,2023
30VETLG13P2024,CHAMPU PETLIFE PURIFICANTE * 250 ML (ARBOL DE TE),2024,UNIDAD,CUIDADO DE MASCOTAS,MASCOTAS,VET LAT COLOMBIA S.A.S.,0,0,,,19,26.3,30VETLG13P2024,MILILITROS,LINEA DE ASEO,MASCOTAS,250 ML,MALALEUCA ALTERNIFOLIA,CUIDADO DE MASCOTAS / LINEA DE ASEO,MILILITROS // 250 ML,IVA Ventas 19%,Unidades,Unidades,2024,2024,2024
